date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,temp_c,holiday_raw,is_us_federal_holiday
2012-10-05 00:00:00,,290.63,0.0,0.0,75.0,clouds,broken clouds,627.0,17.480000000000018,,False
2012-10-05 01:00:00,,290.46,0.0,0.0,40.0,clouds,scattered clouds,388.0,17.310000000000002,,False
2012-10-05 03:00:00,,289.26,0.0,0.0,0.0,clear,sky is clear,368.0,16.110000000000014,,False
2012-10-05 05:00:00,,283.21,0.0,0.0,75.0,clouds,broken clouds,2489.0,10.060000000000002,,False
2012-10-05 06:00:00,,282.24,0.0,0.0,90.0,clouds,overcast clouds,5537.0,9.090000000000032,,False
2012-10-05 07:00:00,,281.69,0.0,0.0,90.0,clouds,overcast clouds,6628.0,8.54000000000002,,False
2012-10-05 08:00:00,,280.57,0.0,0.0,90.0,clouds,overcast clouds,5534.0,7.420000000000016,,False
2012-10-05 09:00:00,,280.02,0.0,0.0,75.0,clouds,broken clouds,5403.0,6.8700000000000045,,False
2012-10-05 10:00:00,,280.11,0.0,0.0,75.0,clouds,broken clouds,4770.0,6.960000000000036,,False
2012-10-05 11:00:00,,280.0,0.0,0.0,90.0,clouds,overcast clouds,5217.0,6.850000000000023,,False
2012-10-05 12:00:00,,280.53,0.0,0.0,90.0,clouds,overcast clouds,5870.0,7.3799999999999955,,False
2012-10-05 13:00:00,,281.43,0.0,0.0,75.0,clouds,broken clouds,5967.0,8.28000000000003,,False
2012-10-05 14:00:00,,281.78,0.0,0.0,90.0,clouds,overcast clouds,6108.0,8.629999999999995,,False
2012-10-05 15:00:00,,281.91,0.0,0.0,90.0,clouds,overcast clouds,6128.0,8.760000000000048,,False
2012-10-05 16:00:00,,281.73,0.0,0.0,90.0,clouds,overcast clouds,6069.0,8.580000000000041,,False
2012-10-05 17:00:00,,281.42,0.0,0.0,90.0,clouds,overcast clouds,6169.0,8.270000000000039,,False
2012-10-05 18:00:00,,280.87,0.0,0.0,90.0,clouds,overcast clouds,5384.0,7.720000000000027,,False
2012-10-05 19:00:00,,280.15,0.0,0.0,90.0,clouds,overcast clouds,4063.0,7.0,,False
2012-10-05 20:00:00,,279.78,0.0,0.0,90.0,clouds,overcast clouds,3364.0,6.6299999999999955,,False
2012-10-05 21:00:00,,279.65,0.0,0.0,75.0,clouds,broken clouds,2971.0,6.5,,False
2012-10-05 22:00:00,,279.22,0.0,0.0,40.0,clouds,scattered clouds,2450.0,6.07000000000005,,False
2012-10-05 23:00:00,,279.06,0.0,0.0,40.0,clouds,scattered clouds,1832.0,5.910000000000025,,False
2012-10-06 00:00:00,,278.81,0.0,0.0,90.0,clouds,overcast clouds,1231.0,5.660000000000025,,False
2012-10-06 01:00:00,,278.55,0.0,0.0,90.0,clouds,overcast clouds,718.0,5.400000000000034,,False
2012-10-06 02:00:00,,278.59,0.0,0.0,90.0,clouds,overcast clouds,545.0,5.439999999999998,,False
2012-10-06 04:00:00,,276.99,0.0,0.0,75.0,clouds,broken clouds,411.0,3.840000000000032,,False
2012-10-06 05:00:00,,276.35,0.0,0.0,20.0,clouds,few clouds,688.0,3.2000000000000455,,False
2012-10-06 06:00:00,,275.4,0.0,0.0,1.0,clear,sky is clear,1352.0,2.25,,False
2012-10-06 07:00:00,,275.17,0.0,0.0,1.0,clear,sky is clear,2072.0,2.0200000000000387,,False
2012-10-06 08:00:00,,274.99,0.0,0.0,1.0,clear,sky is clear,3342.0,1.8400000000000318,,False
2012-10-06 09:00:00,,275.09,0.0,0.0,40.0,clouds,scattered clouds,4258.0,1.9399999999999977,,False
2012-10-06 10:00:00,,276.88,0.0,0.0,20.0,clouds,few clouds,4861.0,3.730000000000018,,False
2012-10-06 11:00:00,,278.04,0.0,0.0,20.0,clouds,few clouds,5191.0,4.890000000000043,,False
2012-10-06 12:00:00,,279.08,0.0,0.0,40.0,clouds,scattered clouds,5669.0,5.930000000000007,,False
2012-10-06 13:00:00,,280.12,0.0,0.0,75.0,clouds,broken clouds,5074.0,6.970000000000027,,False
2012-10-06 14:00:00,,280.25,0.0,0.0,75.0,clouds,broken clouds,5025.0,7.100000000000023,,False
2012-10-06 15:00:00,,280.0,0.0,0.0,75.0,clouds,broken clouds,5153.0,6.850000000000023,,False
2012-10-06 16:00:00,,279.06,0.0,0.0,90.0,clouds,overcast clouds,5024.0,5.910000000000025,,False
2012-10-06 17:00:00,,278.91,0.0,0.0,90.0,clouds,overcast clouds,4779.0,5.760000000000048,,False
2012-10-06 18:00:00,,278.39,0.0,0.0,90.0,clouds,overcast clouds,4362.0,5.240000000000009,,False
2012-10-06 19:00:00,,278.16,0.0,0.0,90.0,clouds,overcast clouds,3860.0,5.010000000000048,,False
2012-10-06 20:00:00,,278.16,0.0,0.0,90.0,clouds,overcast clouds,3160.0,5.010000000000048,,False
2012-10-06 21:00:00,,277.93,0.0,0.0,90.0,clouds,overcast clouds,2992.0,4.78000000000003,,False
2012-10-06 22:00:00,,276.9,0.0,0.0,90.0,clouds,overcast clouds,3202.0,3.75,,False
2012-10-06 23:00:00,,276.34,0.0,0.0,75.0,clouds,broken clouds,1941.0,3.1899999999999977,,False
2012-10-07 00:00:00,,276.11,0.0,0.0,75.0,clouds,broken clouds,1233.0,2.9600000000000364,,False
2012-10-07 03:00:00,,275.73,0.0,0.0,90.0,clouds,overcast clouds,323.0,2.580000000000041,,False
2012-10-07 04:00:00,,275.65,0.0,0.0,90.0,clouds,overcast clouds,312.0,2.5,,False
2012-10-07 05:00:00,,275.51,0.0,0.0,75.0,clouds,broken clouds,627.0,2.3600000000000136,,False
2012-10-07 06:00:00,,275.05,0.0,0.0,90.0,clouds,overcast clouds,1508.0,1.900000000000034,,False
2012-10-07 07:00:00,,274.77,0.0,0.0,90.0,clouds,overcast clouds,1539.0,1.6200000000000045,,False
2012-10-07 08:00:00,,274.77,0.0,0.0,75.0,clouds,broken clouds,2232.0,1.6200000000000045,,False
2012-10-07 09:00:00,,275.55,0.0,0.0,75.0,clouds,broken clouds,4568.0,2.400000000000034,,False
2012-10-07 10:00:00,,276.24,0.0,0.0,75.0,clouds,broken clouds,4624.0,3.090000000000032,,False
2012-10-07 11:00:00,,277.01,0.0,0.0,90.0,clouds,overcast clouds,4529.0,3.8600000000000136,,False
2012-10-07 12:00:00,,277.43,0.0,0.0,90.0,clouds,overcast clouds,5139.0,4.28000000000003,,False
2012-10-07 13:00:00,,278.45,0.0,0.0,90.0,clouds,overcast clouds,6640.0,5.300000000000011,,False
2012-10-07 14:00:00,,279.27,0.0,0.0,90.0,clouds,overcast clouds,6589.0,6.1200000000000045,,False
2012-10-07 15:00:00,,279.27,0.0,0.0,90.0,clouds,overcast clouds,4429.0,6.1200000000000045,,False
2012-10-07 16:00:00,,279.44,0.0,0.0,90.0,clouds,overcast clouds,4329.0,6.2900000000000205,,False
2012-10-07 17:00:00,,279.32,0.0,0.0,90.0,clouds,overcast clouds,3833.0,6.170000000000016,,False
2012-10-07 18:00:00,,279.27,0.0,0.0,90.0,clouds,overcast clouds,4015.0,6.1200000000000045,,False
2012-10-07 19:00:00,,278.11,0.0,0.0,90.0,clouds,overcast clouds,3382.0,4.960000000000036,,False
2012-10-07 20:00:00,,276.79,0.0,0.0,75.0,clouds,broken clouds,2815.0,3.640000000000043,,False
2012-10-07 21:00:00,,275.73,0.0,0.0,90.0,clouds,overcast clouds,2110.0,2.580000000000041,,False
2012-10-07 22:00:00,,274.88,0.0,0.0,75.0,clouds,broken clouds,1555.0,1.7300000000000182,,False
2012-10-07 23:00:00,,273.92,0.0,0.0,20.0,clouds,few clouds,959.0,0.7700000000000387,,False
2012-10-08 00:00:00,Columbus Day,273.08,0.0,0.0,20.0,clouds,few clouds,455.0,-0.06999999999999318,Columbus Day,True
2012-10-08 01:00:00,,272.62,0.0,0.0,20.0,clouds,few clouds,336.0,-0.5299999999999727,,True
2012-10-08 02:00:00,,271.78,0.0,0.0,1.0,clear,sky is clear,265.0,-1.3700000000000045,,True
2012-10-08 03:00:00,,271.05,0.0,0.0,1.0,clear,sky is clear,314.0,-2.099999999999966,,True
2012-10-08 04:00:00,,270.63,0.0,0.0,1.0,clear,sky is clear,779.0,-2.519999999999982,,True
2012-10-08 05:00:00,,270.33,0.0,0.0,1.0,clear,sky is clear,2571.0,-2.819999999999993,,True
2012-10-08 06:00:00,,269.61,0.0,0.0,20.0,clouds,few clouds,5563.0,-3.5399999999999636,,True
2012-10-08 07:00:00,,270.01,0.0,0.0,20.0,clouds,few clouds,6676.0,-3.1399999999999864,,True
2012-10-08 08:00:00,,271.23,0.0,0.0,20.0,clouds,few clouds,5966.0,-1.919999999999959,,True
2012-10-08 09:00:00,,273.71,0.0,0.0,20.0,clouds,few clouds,4832.0,0.5600000000000023,,True
2012-10-08 10:00:00,,276.77,0.0,0.0,20.0,clouds,few clouds,4395.0,3.6200000000000045,,True
2012-10-08 11:00:00,,279.47,0.0,0.0,20.0,clouds,few clouds,4411.0,6.32000000000005,,True
2012-10-08 12:00:00,,279.84,0.0,0.0,1.0,clear,sky is clear,4648.0,6.689999999999998,,True
2012-10-08 13:00:00,,282.34,0.0,0.0,40.0,clouds,scattered clouds,4602.0,9.189999999999998,,True
2012-10-08 14:00:00,,282.94,0.0,0.0,40.0,clouds,scattered clouds,5125.0,9.79000000000002,,True
2012-10-08 15:00:00,,283.48,0.0,0.0,1.0,clear,sky is clear,5502.0,10.330000000000041,,True
2012-10-08 16:00:00,,284.33,0.0,0.0,1.0,clear,sky is clear,5979.0,11.180000000000007,,True
2012-10-08 17:00:00,,284.48,0.0,0.0,40.0,clouds,scattered clouds,5663.0,11.330000000000041,,True
2012-10-08 18:00:00,,284.23,0.0,0.0,40.0,clouds,scattered clouds,4259.0,11.080000000000041,,True
2012-10-08 19:00:00,,281.99,0.0,0.0,20.0,clouds,few clouds,3069.0,8.840000000000032,,True
2012-10-08 20:00:00,,279.81,0.0,0.0,1.0,clear,sky is clear,2378.0,6.660000000000025,,True
2012-10-08 21:00:00,,279.35,0.0,0.0,1.0,clear,sky is clear,2030.0,6.2000000000000455,,True
2012-10-08 22:00:00,,278.9,0.0,0.0,1.0,clear,sky is clear,1400.0,5.75,,True
2012-10-08 23:00:00,,278.46,0.0,0.0,1.0,clear,sky is clear,917.0,5.310000000000002,,True
2012-10-09 00:00:00,,277.78,0.0,0.0,1.0,clear,sky is clear,515.0,4.6299999999999955,,False
2012-10-09 01:00:00,,277.27,0.0,0.0,1.0,clear,sky is clear,302.0,4.1200000000000045,,False
2012-10-09 02:00:00,,277.47,0.0,0.0,1.0,clear,sky is clear,251.0,4.32000000000005,,False
2012-10-09 04:00:00,,276.97,0.0,0.0,20.0,clouds,few clouds,798.0,3.82000000000005,,False
2012-10-09 05:00:00,,276.52,0.0,0.0,40.0,clouds,scattered clouds,2678.0,3.3700000000000045,,False
2012-10-09 06:00:00,,276.6,0.0,0.0,40.0,clouds,scattered clouds,5733.0,3.4500000000000455,,False
2012-10-09 07:00:00,,277.31,0.0,0.0,75.0,clouds,broken clouds,6449.0,4.160000000000025,,False
2012-10-09 08:00:00,,278.38,0.0,0.0,90.0,clouds,overcast clouds,5765.0,5.230000000000018,,False
2012-10-09 09:00:00,,279.35,0.0,0.0,90.0,clouds,overcast clouds,5599.0,6.2000000000000455,,False
2012-10-09 10:00:00,,281.37,0.0,0.0,90.0,clouds,overcast clouds,4534.0,8.220000000000027,,False
2012-10-09 11:00:00,,283.11,0.0,0.0,90.0,clouds,overcast clouds,4691.0,9.960000000000036,,False
2012-10-09 12:00:00,,284.08,0.0,0.0,75.0,clouds,broken clouds,5067.0,10.930000000000007,,False
2012-10-09 13:00:00,,285.14,0.0,0.0,75.0,clouds,broken clouds,5030.0,11.990000000000009,,False
2012-10-09 14:00:00,,286.35,0.0,0.0,90.0,clouds,overcast clouds,5300.0,13.200000000000045,,False
2012-10-09 15:00:00,,287.23,0.0,0.0,100.0,rain,light rain,5777.0,14.080000000000041,,False
2012-10-09 16:00:00,,288.53,0.0,0.0,90.0,clouds,overcast clouds,6349.0,15.379999999999995,,False
2012-10-09 17:00:00,,290.37,0.0,0.0,90.0,clouds,overcast clouds,6127.0,17.220000000000027,,False
2012-10-09 18:00:00,,290.13,0.0,0.0,90.0,clouds,overcast clouds,4460.0,16.980000000000018,,False
2012-10-09 19:00:00,,288.86,0.0,0.0,75.0,clouds,broken clouds,3418.0,15.710000000000036,,False
2012-10-09 20:00:00,,287.36,0.0,0.0,90.0,clouds,overcast clouds,2775.0,14.210000000000036,,False
2012-10-09 21:00:00,,285.11,0.0,0.0,90.0,clouds,overcast clouds,2306.0,11.960000000000036,,False
2012-10-09 22:00:00,,283.46,0.0,0.0,90.0,clouds,overcast clouds,1846.0,10.310000000000002,,False
2012-10-09 23:00:00,,282.45,0.0,0.0,90.0,clouds,overcast clouds,947.0,9.300000000000011,,False
2012-10-10 00:00:00,,281.88,0.0,0.0,90.0,clouds,overcast clouds,494.0,8.730000000000018,,False
2012-10-10 01:00:00,,281.78,0.0,0.0,90.0,clouds,overcast clouds,332.0,8.629999999999995,,False
2012-10-10 02:00:00,,281.09,0.0,0.0,75.0,clouds,broken clouds,261.0,7.939999999999998,,False
2012-10-10 03:00:00,,281.17,0.0,0.0,90.0,clouds,overcast clouds,361.0,8.020000000000039,,False
2012-10-10 06:00:00,,281.25,0.0,0.0,92.0,clear,sky is clear,5875.0,8.100000000000023,,False
2012-10-10 07:00:00,,281.25,0.0,0.0,99.0,rain,light rain,6793.0,8.100000000000023,,False
2012-10-10 08:00:00,,280.1,0.0,0.0,99.0,rain,light rain,6283.0,6.9500000000000455,,False
2012-10-10 09:00:00,,279.61,0.0,0.0,99.0,rain,light rain,5680.0,6.460000000000036,,False
2012-10-10 10:00:00,,279.67,0.0,0.0,99.0,clear,sky is clear,4632.0,6.520000000000039,,False
2012-10-10 11:00:00,,280.19,0.0,0.0,1.0,clear,sky is clear,4887.0,7.0400000000000205,,False
2012-10-10 12:00:00,,282.09,0.0,0.0,75.0,clouds,broken clouds,5030.0,8.939999999999998,,False
2012-10-10 13:00:00,,282.26,0.0,0.0,75.0,clouds,broken clouds,5067.0,9.110000000000014,,False
2012-10-10 14:00:00,,282.05,0.0,0.0,90.0,clouds,overcast clouds,5227.0,8.900000000000034,,False
2012-10-10 15:00:00,,281.59,0.0,0.0,90.0,clouds,overcast clouds,5610.0,8.439999999999998,,False
2012-10-10 16:00:00,,281.23,0.0,0.0,81.0,clear,sky is clear,6286.0,8.080000000000041,,False
2012-10-10 18:00:00,,282.6,0.0,0.0,81.0,clear,sky is clear,4775.0,9.450000000000045,,False
2012-10-10 19:00:00,,282.6,0.0,0.0,81.0,clear,sky is clear,3340.0,9.450000000000045,,False
2012-10-10 20:00:00,,282.6,0.0,0.0,81.0,clear,sky is clear,3013.0,9.450000000000045,,False
2012-10-10 21:00:00,,282.6,0.0,0.0,81.0,clear,sky is clear,2603.0,9.450000000000045,,False
2012-10-10 22:00:00,,282.6,0.0,0.0,81.0,clear,sky is clear,1910.0,9.450000000000045,,False
2012-10-10 23:00:00,,282.6,0.0,0.0,81.0,clear,sky is clear,1037.0,9.450000000000045,,False
2012-10-11 01:00:00,,273.9,0.0,0.0,1.0,clear,sky is clear,347.0,0.75,,False
2012-10-11 03:00:00,,274.4,0.0,0.0,75.0,clouds,broken clouds,350.0,1.25,,False
2012-10-11 04:00:00,,274.05,0.0,0.0,75.0,clouds,broken clouds,850.0,0.9000000000000341,,False
2012-10-11 05:00:00,,273.71,0.0,0.0,40.0,clouds,scattered clouds,2791.0,0.5600000000000023,,False
2012-10-11 06:00:00,,272.66,0.0,0.0,1.0,clear,sky is clear,5809.0,-0.48999999999995225,,False
2012-10-11 07:00:00,,272.65,0.0,0.0,1.0,clear,sky is clear,6798.0,-0.5,,False
2012-10-11 08:00:00,,272.52,0.0,0.0,1.0,clear,sky is clear,6304.0,-0.6299999999999955,,False
2012-10-11 09:00:00,,275.19,0.0,0.0,20.0,clouds,few clouds,5291.0,2.0400000000000205,,False
2012-10-11 10:00:00,,275.34,0.0,0.0,1.0,clear,sky is clear,4638.0,2.1899999999999977,,False
2012-10-11 14:00:00,,284.1,0.0,0.0,50.0,clear,sky is clear,5557.0,10.950000000000045,,False
2012-10-11 15:00:00,,284.1,0.0,0.0,50.0,clear,sky is clear,5818.0,10.950000000000045,,False
2012-10-11 16:00:00,,283.78,0.0,0.0,75.0,clouds,broken clouds,6272.0,10.629999999999995,,False
2012-10-11 17:00:00,,283.52,0.0,0.0,75.0,clouds,broken clouds,5944.0,10.370000000000005,,False
2012-10-11 18:00:00,,283.32,0.0,0.0,90.0,clouds,overcast clouds,4949.0,10.170000000000016,,False
2012-10-11 19:00:00,,282.06,0.0,0.0,90.0,clouds,overcast clouds,3511.0,8.910000000000025,,False
2012-10-11 20:00:00,,281.95,0.0,0.0,90.0,clouds,overcast clouds,3039.0,8.800000000000011,,False
2012-10-11 21:00:00,,281.81,0.0,0.0,90.0,clouds,overcast clouds,2679.0,8.660000000000025,,False
2012-10-11 22:00:00,,282.16,0.0,0.0,90.0,clouds,overcast clouds,2094.0,9.010000000000048,,False
2012-10-11 23:00:00,,282.53,0.0,0.0,90.0,clouds,overcast clouds,1284.0,9.379999999999995,,False
2012-10-12 00:00:00,,283.91,0.0,0.0,90.0,clouds,overcast clouds,630.0,10.760000000000048,,False
2012-10-12 01:00:00,,284.64,0.0,0.0,90.0,clouds,overcast clouds,410.0,11.490000000000009,,False
2012-10-12 02:00:00,,284.61,0.0,0.0,90.0,clouds,overcast clouds,331.0,11.460000000000036,,False
2012-10-12 03:00:00,,283.18,0.0,0.0,72.0,drizzle,light intensity drizzle,372.0,10.03000000000003,,False
2012-10-12 04:00:00,,282.26,0.0,0.0,72.0,rain,light rain,739.0,9.110000000000014,,False
2012-10-12 05:00:00,,280.77,0.0,0.0,72.0,drizzle,light intensity drizzle,2561.0,7.6200000000000045,,False
2012-10-12 06:00:00,,278.53,0.0,0.0,75.0,clouds,broken clouds,5586.0,5.3799999999999955,,False
2012-10-12 07:00:00,,277.64,0.0,0.0,75.0,clouds,broken clouds,6992.0,4.490000000000009,,False
2012-10-12 08:00:00,,277.9,0.0,0.0,90.0,clouds,overcast clouds,5860.0,4.75,,False
2012-10-12 09:00:00,,278.18,0.0,0.0,90.0,clouds,overcast clouds,5230.0,5.03000000000003,,False
2012-10-12 10:00:00,,279.29,0.0,0.0,75.0,clouds,broken clouds,4864.0,6.140000000000043,,False
2012-10-12 11:00:00,,280.45,0.0,0.0,75.0,clouds,broken clouds,5146.0,7.300000000000011,,False
2012-10-12 12:00:00,,280.95,0.0,0.0,40.0,clouds,scattered clouds,5526.0,7.800000000000011,,False
2012-10-12 13:00:00,,281.74,0.0,0.0,40.0,clouds,scattered clouds,5383.0,8.590000000000032,,False
2012-10-12 14:00:00,,281.84,0.0,0.0,75.0,clouds,broken clouds,5758.0,8.689999999999998,,False
2012-10-12 15:00:00,,282.45,0.0,0.0,75.0,clouds,broken clouds,5889.0,9.300000000000011,,False
2012-10-12 16:00:00,,282.2,0.0,0.0,75.0,clouds,broken clouds,6057.0,9.050000000000011,,False
2012-10-12 17:00:00,,281.54,0.0,0.0,40.0,clouds,scattered clouds,6028.0,8.390000000000043,,False
2012-10-12 18:00:00,,280.21,0.0,0.0,20.0,clouds,few clouds,5257.0,7.060000000000002,,False
2012-10-12 23:00:00,,282.2,0.0,0.0,56.0,clear,sky is clear,1897.0,9.050000000000011,,False
2012-10-13 00:00:00,,272.58,0.0,0.0,1.0,clear,sky is clear,1335.0,-0.5699999999999932,,False
2012-10-13 01:00:00,,272.06,0.0,0.0,1.0,clear,sky is clear,769.0,-1.089999999999975,,False
2012-10-13 02:00:00,,270.99,0.0,0.0,1.0,clear,sky is clear,570.0,-2.159999999999968,,False
2012-10-13 03:00:00,,270.29,0.0,0.0,20.0,clouds,few clouds,413.0,-2.859999999999957,,False
2012-10-13 04:00:00,,269.48,0.0,0.0,1.0,clear,sky is clear,399.0,-3.669999999999959,,False
2012-10-13 05:00:00,,269.27,0.0,0.0,1.0,clear,sky is clear,740.0,-3.8799999999999955,,False
2012-10-13 06:00:00,,268.91,0.0,0.0,1.0,clear,sky is clear,1420.0,-4.239999999999952,,False
2012-10-13 07:00:00,,268.98,0.0,0.0,75.0,clouds,broken clouds,2220.0,-4.169999999999959,,False
2012-10-13 08:00:00,,269.23,0.0,0.0,40.0,clouds,scattered clouds,3479.0,-3.919999999999959,,False
2012-10-13 09:00:00,,272.61,0.0,0.0,40.0,clouds,scattered clouds,4546.0,-0.5399999999999636,,False
2012-10-13 10:00:00,,276.78,0.0,0.0,20.0,clouds,few clouds,4579.0,3.6299999999999955,,False
2012-10-13 11:00:00,,279.22,0.0,0.0,1.0,clear,sky is clear,4438.0,6.07000000000005,,False
2012-10-13 12:00:00,,280.35,0.0,0.0,1.0,clear,sky is clear,4623.0,7.2000000000000455,,False
2012-10-13 13:00:00,,281.81,0.0,0.0,1.0,clear,sky is clear,4440.0,8.660000000000025,,False
2012-10-13 14:00:00,,283.05,0.0,0.0,1.0,clear,sky is clear,4495.0,9.900000000000034,,False
